id,q_gram_set
52ed9f575b5790b2c9a796ffb210cf904a64ff7cdeb3654dfc2fddf793f05f78,"{'oe', 'an', 'ev', 'va', 'ns', 'jo'}"
1448432d685c07a3302275d9a441b61a38caa16d0120612fceda9321cf320390,"{'lu', 'ca', 'll', 'om', 'um', 'ho', 'th', 'al', 'mp', 'ps', 'on', 'so'}"
bc150cf45e6a9e61f52918e85c88c6af4bc296d00b8871c60fc87a9ddc636a28,"{'mo', 'hy', 'an', 'or', 'rp', 'ph', 'ur', 'rg', 'mu', 'ga'}"
316443ae0495d9e09ae0017f20c82553fd6e9435d219ca98a6c498fb741f8732,"{'hy', 'ai', 'rp', 'ph', 'ur', 'hu', 'da', 'sy', 'is'}"
2aadec767bb130cc3c8f3a89ae65688c7b93301e9444bfc9a8f432b8eeb17280,"{'ke', 'sh', 'hu', 'jo', 'ua', 'er', 'ba', 'ak', 'os'}"
06696c292d083d4a9f8a4c8c062646a11afef23630a0a585bc0016a2dd610340,"{'rh', 'ys', 'hy', 'er', 'ba', 'ak', 'ke'}"
9275f6e20bff2b92d7788171560dda931f5fbbb7c6883dd3e54b8a7fc97c35a2,"{'co', 'ra', 'ie', 'er', 'pe', 'op', 'ki', 'oo', 'an'}"
91e04fe48d8b8f7eaa9f4a341de44175ad3b3511f4337c6691e15cd0c2f6c2de,"{'ws', 'll', 'th', 'ar', 'ew', 'sa', 'ma', 'at', 'he', 'tt', 're', 'le', 'el', 'is'}"
6dfbe3f8cde43a1ba2d8cf58f3b10f0ba940c80646280712aa9c6eb159ae0306,"{'li', 'fi', 'll', 'ay', 'ph', 'ml', 'il', 'hi', 'ps', 'ip', 'im', 'la'}"
945e843dec764d5fe7e162656755e5b1aaee48e18a07d0b331925c271f702298,"{'li', 'll', 'em', 'ph', 'il', 'hi', 'ps', 'mi', 'ip', 'ly'}"
47d561dc84b634876946f1a0b1fb7e1c076e83e4edd6ad75a5ce06cf3bca3322,"{'li', 'll', 'ph', 'il', 'ly', 'ia', 'hi', 'ps', 'yd', 'ip', 'di'}"
10e1e21d32c953c04338a3162d91d9960c366cd5ad397c3ba9047eae612213fc,"{'ob', 'li', 'll', 'co', 'ja', 'ph', 'il', 'ac', 'hi', 'ps', 'ip'}"
931bbc113bd2294455add38d379a843dde1c64260bcd73b6c6320a15d0d597c2,"{'no', 'pa', 'te', 'at', 'nn', 'co', 'on', 'or', 'el'}"
2f6d5de5069c02e56f2bc79adb92b9db7164fbb5995131275ee3e08696eb0b87,"{'pa', 'ia', 'te', 'at', 'mi', 'ri', 'am', 'el', 'ir'}"
3bda9eb407bd5e8e7068799f4e6c51e029f3fe9ba4abc42045f8b01dc779d120,"{'sc', 'ca', 'ar', 'pa', 'rl', 'te', 'at', 'le', 'el', 'tt', 'et'}"
2c13bf3215256c04f5c77e85943750ddbd099ecd8010b3635dbfb1138956c8d9,"{'li', 'wi', 'll', 'il', 'pa', 'ia', 'te', 'at', 'el', 'an'}"
21d6262cbbe446403bd7359b2686c067f7ddaf477b56b337965abda671269f79,"{'bi', 'll', 'il', 'pa', 'te', 'at', 'el', 'ly'}"
2205a5d960377da775c75ea8d3cf79a1d093f5e55e1afd59171f070c48247188,"{'hu', 'nt', 'mo', 'll', 'ol', 'un', 'ly'}"
8d835031e5eec0448edd7230267acaac47614a1be7be0b00b8db70e059ece1de,"{'hu', 'ea', 'le', 'ah', 'un', 'nt'}"
d7f001667212d2d8bfa98dab1fc06c74a3ba278e5e9a3285ac0789e3b6b25ac5,"{'el', 'se', 'll', 'ru', 'am', 'ss', 'us', 'ue', 'mu', 'sa'}"
9865c1e7f3e2c55b8a76e50fe9119ec6ae292dbedc838f75bbdbd699e108c492,"{'se', 'll', 'ru', 'ss', 'by', 'us', 'ub', 'el'}"
8db6a2769a179a84255f69b8e9c330f17059d59bb118db459d93932da1703363,"{'el', 'se', 'll', 'ru', 'am', 'ss', 'us', 'sa'}"
a4904c5923e49066498057133bfb2a78a51e421bef5e74c851348a828f5742ab,"{'gr', 'ra', 'am', 'ah', 'ja', 'ke', 'ha', 'ak'}"
3a7fed56e411313887ab48c48b66aa8ac3b942f901ba52989a0988a86823bf7e,"{'me', 'gr', 'an', 'ra', 'am', 'eg', 'ah', 'ha', 'ga'}"
691ed55a7c3af89df117eb85c3ccb36ec51d547778bd439ad1189d89daf4e9b5,"{'me', 'mm', 'mo', 'am', 'in', 'ng', 'ma', 'ki', 'om', 'ed'}"
391ba082f0ceac4da95f4a33f84e268552613c78577aa38d11a7c273ac4f0940,"{'ng', 'da', 'rg', 'kl', 'le', 'gl', 'ar', 'ln'}"
7e30326ed1dc802c0a21d566286981d749ccf339696681ae97291a9e18c6a603,"{'bo', 'ob', 'ng', 'bb', 'ki', 'by', 'in'}"
85072906840f3101224ca6d7ced224ca4da252296ca4c0b9d30f19b1ba0e72fa,"{'ob', 'ja', 'er', 'pe', 'op', 'oo', 'ag', 'go'}"
94e3cc0a29afa896b09907d278a789188a3cd1d89b89a8689654b86632f1232e,"{'ll', 'co', 'oo', 'er', 'pe', 'op', 'el', 'la'}"
234fd6d6743270a07fdf6ef964372b1baf6926c9f5a72168767573621ff484cd,"{'co', 'er', 'pe', 'av', 'op', 'oo', 'va'}"
2cfb83cb8d471b5f535a18aaeecd55103ea9dd6d857791b2aa86b5a31a03412b,"{'li', 'co', 'oo', 'ia', 'er', 'vi', 'ol', 'pe', 'op', 'iv'}"
37154a7d07d21607896a0a0a5fc870f303c5835380852f5ccd3db1a6505870c0,"{'li', 'wi', 'll', 'am', 'va', 'ev', 'il', 'ms', 'ia', 'an'}"
386fceed7400f47063b928e4c5a6d37aea6f72c354ff983720eb084fb43324da,"{'li', 'ab', 'wi', 'll', 'am', 'il', 'sa', 'ms', 'ia', 'le', 'be', 'el', 'is'}"
5e7c5c411b9c4ecf32ef3ebb326c4e9822906f55bccece34ff82007097b22791,"{'li', 'wi', 'aa', 'll', 'am', 'il', 'ms', 'ac', 'ia', 'sa', 'is'}"
8b6bb65f3b2cc92b3c70e8e53118fe268a49d3ab04efe1e9ae743276f89b703d,"{'hy', 'rp', 'ie', 'ph', 'ur', 'mu', 'hi', 'op', 'so'}"
94416a7a2b2d0ca554a98aa5b85b91be8e5cbebeae5239d663fbbb73773a3327,"{'yl', 'ig', 'an', 'dy', 'gh', 'ri', 'ht', 'la', 'wr'}"
483d65c3e63ad75edc39131639a90621efba8fa9922826cb87bf1b1f53c97b61,"{'ig', 'ab', 'll', 'gh', 'ri', 'sa', 'ht', 'be', 'el', 'is', 'la', 'wr'}"
abedd55178f55a54191e64cf11bb806f14fea07f896effdd0216c2a954b550e5,"{'ig', 'ge', 'gh', 'eo', 'or', 'ri', 'rg', 'ht', 'wr'}"
71287b64766bdff269323c082c989c53e652c323c282fc13ea3a5f5bec08af20,"{'ig', 'lu', 'ca', 'll', 'um', 'gh', 'ri', 'al', 'ht', 'wr'}"
3c668338007ae68062718635395313f90171a1c660ad7503b050c328d63ed49f,"{'yr', 'ig', 'ra', 'gh', 'ri', 'ky', 'ht', 'an', 'wr'}"
ef4580227be71db2736f6cb206fde3cd4d9d0d10bde35639e00b8224a0170435,"{'wa', 'ar', 'dw', 'mp', 'ps', 'on', 'so', 'rd', 'im', 'si', 'ed'}"
85297db87aae92c7633a1f9d25290230baf2364dac1dfc2456f1c87004440f4f,"{'gr', 'ra', 'ci', 'ie', 'mp', 'ac', 'ps', 'on', 'so', 'im', 'si'}"
7d369301557ed05584dc054879d7653db676f07851ae4ac3d053122165d8ab94,"{'fi', 'of', 'mp', 'ps', 'ia', 'on', 'so', 'im', 'si'}"
59b6da81d464edbc05e5662102fc8eeedb7eb8d04d06e16643049c1a17847ff5,"{'ja', 'ke', 'mp', 'ps', 'im', 'on', 'so', 'ak', 'si'}"
f249653127a48fa2d3ad8d8ad882d89e08cab8d94c5a2a9a7f46fcb7d0237aec,"{'me', 'ca', 'am', 'mp', 'ps', 'er', 'ro', 'on', 'so', 'im', 'si'}"
42315a9f0a49c2000279a9b3bc676ae443671a50a4303e6944588552126a2c84,"{'ki', 'ch', 'ng', 'hr', 'ri', 'is', 'in'}"
f22b7eb4b2406152f3c7286cabf4433211804bf4c0f35b66e41c634e0cf087a3,"{'me', 'li', 'ng', 'ia', 'ki', 'am', 'el', 'in'}"
68eedaeb231d6d6c7a7bf4947c69f6aeac02ecd65823086d1d292165f07efff8,"{'ub', 'ng', 'ru', 'ki', 'by', 'in'}"
50d6a8bcb95e7d4e2467308081586bbbe5b8ca2fe715566d3dd9a6df81504674,"{'yl', 'ng', 'an', 'dy', 'ki', 'la', 'in'}"
47c30d83b7b97d5a017a395d88d32968c43006f493589cfdbcae24517118e719,"{'rt', 'og', 'ti', 'ar', 'ma', 'ga', 'an', 'lo', 'in'}"
cf4ac2258c9a2fa107dd3d71964f384ef905743c07a933c868c85d1fb5c11eaf,"{'rt', 'll', 'ar', 'ml', 'ma', 'le', 'ln', 'tl'}"
dcd6ce9114ba5aec73a90b355c583baa757ee038e598b1748d3a13c210d0e37d,"{'ng', 'se', 'jo', 'ep', 'vn', 'yo', 'ph', 'ov', 'os'}"
c11c11eb810a4feab63e4232ae55b234fd487ee34cdd12f97b222a6df8ceaa47,"{'nd', 'sm', 'th', 'al', 'it', 'ex', 'er', 'mi', 'le', 'xa', 'an', 'de'}"
3099311f315e3e467d9b12f21f4cf1a1b54fe940face634afe360a1743122f9c,"{'it', 'sm', 'ya', 'th', 'mi', 'an', 'ny'}"
761bfabe20304d90e3c748ff7f3ca9f981ae47dfad572dd437a15b0f3a310915,"{'li', 'sm', 'll', 'th', 'ie', 'it', 'mi', 'el'}"
8e19ffe4b4e3e2d447a7620b8ff3608b8d091d4ca49937bd5ff5cf48a3013ed5,"{'el', 'rd', 'ab', 'lh', 'ri', 'ie', 'ds', 'ar', 'il', 'on', 'ha', 'so', 'br', 'ga'}"
9d372157b6e1dd8fad3548c4fa410a6d5149a4644267d9840d07ad9861c4c6bd,"{'hl', 'ri', 'ds', 'ar', 'oe', 'ic', 'ch', 'on', 'ha', 'so', 'rd', 'lo'}"
864dd9ded350efd9da19e26c9c46ad91f4de39359b2e9b59767906fbe7642e6c,"{'li', 'll', 'ho', 'ri', 'ie', 'ds', 'ar', 'ic', 'ch', 'ol', 'on', 'ha', 'so', 'rd'}"
93b2c8776f6f72d0a4bbb79179d3ba004794000a08bc51ffbb7954b9deabd2b7,"{'sh', 'ds', 'ar', 'jo', 'os', 'lc', 'hu', 'ua', 'ch', 'rl', 'on', 'ha', 'so', 'rd'}"
0245630d33df4b319220f5043b66ff6a68a9ac3ba8768f1c08e5b9ed1b130a13,"{'ri', 'st', 'ta', 'ds', 'ar', 'ic', 'ch', 'on', 'tr', 'ha', 'so', 'rd', 'is', 'an'}"
9de6aeca526cf176e699e5d77528bbb19022994bc447a5d2c9c8c9ad0c627bfa,"{'li', 'ho', 'th', 'ah', 'ja', 'ms', 'ij', 'on', 'so', 'om', 'el'}"
e5c99d806436f4dc354a8839664ec8e7906e7f9495cf35ea66e3e1eaae38d5d8,"{'nr', 'en', 'ho', 'th', 'ms', 'so', 'he', 'on', 'ry', 'om'}"
dc0e1b5e74a6f1924e38ea360d07fb2b9f071bf1136a354db7e3114295158c2c,"{'ab', 'nn', 'om', 'ho', 'th', 'ms', 'na', 'on', 'so', 'be', 'el', 'an'}"
a6f6b88c959be4f296c5d59097238d573727fd5e8488ffde3e87680f2358ad13,"{'nd', 'dr', 'ho', 'ra', 'th', 'al', 'ms', 'ek', 'ka', 'on', 'so', 'le', 'om', 'an'}"
2bfddd1421b136f9cbbe9a8b3a3027c747f00ff1c965cce07477904d843dd1c9,"{'yl', 'su', 'um', 'th', 'un', 'ms', 'ky', 'hu', 'le'}"
49473a1a49949e61298283e323deab2fc4ad5831936175966859f2ac025f765e,"{'ai', 'th', 'ho', 'ms', 'it', 'pa', 'on', 'so', 'om'}"
a54ae2b55052b6004ce7d23c0272cec2f0f5486e60972e3d098b9ead3d4a003d,"{'om', 'ho', 'th', 'ie', 'ph', 'ms', 'hi', 'op', 'on', 'so'}"
7b2a66f543933d3528404e146ab08a10adeeae2f61c561c991586cebfd26602c,"{'ys', 'ho', 'ay', 'th', 'oa', 'st', 'ta', 'al', 'ms', 'on', 'so', 'om'}"
e680432813d0ffb6e90f5b9c43a6e39c535f067dee9cf97252d10c962b1880af,"{'ns', 'an', 'va', 've', 'ev'}"
e7453268a4fcd332aa81b04c8c85b5f4af380185d64b7b0208168a3816467e20,"{'sh', 'nn', 'en', 'os', 'jo', 'ne', 'be', 'tt', 'et'}"
ad3692a2cee359697a3a87bfe3f6335d111a6597d5979184a8312a17805e9224,"{'to', 'ey', 'rv', 'ny', 've', 'ar', 'on', 'ha'}"
8990dd37d9ad883a67881b952c8166b73c4a1c0b12eec16c247a38a76c269f14,"{'es', 'ca', 'ey', 'rv', 'ss', 've', 'ar', 'ic', 'ha', 'je', 'si'}"
ee7fcb718b220611467fd5625e27d5da1d72a4cc928abf19716ebc4ac551e4a5,"{'mm', 'ey', 'am', 'ad', 'rv', 've', 'ar', 'uh', 'ma', 'ha', 'mu'}"
d5c00319873692e383f3bf3e146ed3f693d6a65a4e5106075fd2b1fd0f588b3f,"{'ab', 'ey', 'll', 'ha', 'rv', 've', 'ar', 'sa', 'le', 'be', 'el', 'is'}"
498c5bf092729b55113dd2b72cf7da01762678a6a6d1375856de599cd75dad57,"{'il', 'li', 'wi', 'ia', 'll', 'ha', 'am', 'al'}"
e06187a36d751d4a0dbb120bb5a2f44d2c66008161638b214c3426294cadef81,"{'al', 'dw', 'ha', 'll', 'wa', 'rd', 'ar', 'ed'}"
b8816bb31ec354a3442de5dddce952206946a50f4cf1588f16f0ddbe1b9f506b,"{'yl', 'an', 'co', 'dy', 'oo', 'ok', 'la'}"
6f9dfb303877f84659870d7f85e64960a25923b77663f7017187c1388e6157b0,"{'oe', 'co', 'ho', 'be', 'oo', 'ok', 'ph', 'eb'}"
9a07a8f4e79d910fe88bd2fc41e39e1d797847ce4d50ceed5243047c33e4444d,"{'se', 'jo', 'ep', 'co', 'oo', 'ok', 'ph', 'os'}"
13e625c5abd64e89385849400b6e32cb0ed019bee40170dc21520dce6f8dc2ca,"{'li', 'co', 'ia', 'vi', 'ol', 'oo', 'iv', 'ok'}"
8317800804eb317ea0efd32f8f389c12c3adfde737c6355e59f669c7c46c448f,"{'en', 'co', 'am', 'ja', 'ok', 'nj', 'mi', 'be', 'oo', 'in'}"
eaa3259dc7fddf5d97cc556ac792fb6cdc5bbb000acadeb92eb83556924bef40,"{'nd', 'sh', 'rs', 'ai', 'er', 'on', 'ha', 'so', 'is', 'an', 'de'}"
5bdd2eb4361f4bb72622f69f0c2a9b44a46490fa228071c17ab32a3c29fe79c0,"{'ob', 'co', 'ja', 'oe', 'no', 'ac', 'er', 'on', 'so', 'rs', 'an'}"
40663ef596efaea45f51c9c9c4f0274fd42b89bbc3128d97e548c7c09f44cc1d,"{'li', 'wi', 'll', 'ol', 'ho', 'ew', 'is', 'ie', 'le'}"
abc96f0e3e83b99641c7ae2d2b8cda2f360692238c9dc870bcda6a6c6a4fd52e,"{'ec', 'ca', 'wi', 'is', 're', 'ew', 'be', 'cc', 'le', 'eb'}"
efb065d5bec1af5237e6a03e7fe1e4dc0d6fbde95cb9d3f26f029442344e2535,"{'el', 'li', 'er', 'ol', 'll', 'iv', 'is', 've'}"
df6f7d900cd984c5f4714d2dbc1dfdabaa99e2d703a27b466d14a869fe0e08e1,"{'me', 'ii', 'an', 'ei', 'eg', 'is', 'ga'}"
59eff31d77de1c9912d13f7ea1609810219ad4a34f8634bf003856cc9f436b77,"{'ob', 'li', 'll', 'so', 'be', 'el', 'is'}"
1edf344cf5314576b81183717f1b42c0517993e96fb0d3e281324a32c74f0c91,"{'ob', 'li', 'll', 'so', 'be', 'el', 'is'}"
9f95ce18db62252d6db39ead89b57b85ab6bd83b3a453c15ad740fb45971fe71,"{'wi', 'mo', 'om', 'mp', 'ps', 'tm', 'on', 'ew', 'so', 'is', 'le'}"
35fe285a9c6cde8413e871fce4d05d50f077cddb919f9f81aa8b0cd5c6424e6d,"{'ey', 'om', 'ho', 'th', 'mp', 'ps', 'ya', 'fr', 'on', 're', 'so'}"
1131c905d7979620b6e1cc186dc420cb48b78074a1afb4feb1c06950c62df176,"{'li', 'om', 'ho', 'th', 'il', 'mp', 'ps', 'on', 'so', 'ly'}"
eb0f4f07d06b80e7e44be3d0dcc146d0fac5569b57759d763fd4501b1f482238,"{'ll', 'om', 'ho', 'th', 'mp', 'ps', 'ol', 'on', 'so', 'ly'}"
0ee717c77e512560555febcd8060f4d1843800b1638947a60ca7f1b5f89a6c9c,"{'id', 'ai', 'ho', 'th', 'om', 'mp', 'da', 'ps', 'on', 'so', 'an'}"
73a70f4bcdb3eef08fa957485e7c7e6c509abaac54be8985bf59f73ffdbe406d,"{'es', 'av', 'ie', 'ph', 'hi', 'ia', 'da', 'op', 'vi', 'so'}"
9da1151952e14868097894faeaf8fb368c8ebb2b943a0b65c8b876c5c50a1c3c,"{'es', 'th', 'av', 'eo', 'ie', 'da', 'he', 'vi'}"
9d46e7802b11fda8f797820c1210eda10561f2a47274ef7b3f1940aa3851a63c,"{'sh', 'hi', 'aw', 'op', 'ha', 'so', 'ie', 'ph'}"
c87f69b4efd67e062d5473c7b83ddc26a9578ca30e14560d698059f106320517,"{'ow', 'll', 'ra', 'we', 'ie', 'er', 'po', 'ki', 'el', 'an'}"
96430d8ce5731ccbd6c9934582e42ebfcb5bb5776b5f76c12644a1fc89a25f1e,"{'li', 'll', 'ie', 'bs', 'on', 'gi', 'ib', 'so', 'el'}"
e2fb96f91c7356499e380a276de2f612699c31323f972a90431e0dc3cc53acad,"{'ck', 'ja', 'bs', 'ac', 'on', 'gi', 'ib', 'so'}"
9ca700c71d07ea5de0277317928dd5e18083b65ecc44b45736aca3f01a09682d,"{'en', 'ay', 'bs', 'on', 'yd', 'gi', 'ha', 'so', 'ib', 'de'}"
41b069280b3a1eb5185ec317f3613d9cdf1bf05faa5370efccce1f85b44d7d46,"{'pp', 'gi', 'py', 'bs', 'op', 'on', 'po', 'ib', 'so'}"
a7ba8ee8a6818340c50f5439d17a4cdc93a412e60ad47eb711b565347a3b0d4d,"{'ti', 'if', 'bs', 'ny', 'ff', 'on', 'gi', 'ib', 'so', 'an', 'fa'}"
a8915aa097ec408b229e5c3a415bd862727ef47896945a6d1a2a1ff0399c9cac,"{'me', 'li', 'am', 'bs', 'ia', 'on', 'gi', 'ib', 'so', 'el'}"
22776cd34ba8ebd0b79d8fd374afa03869dfd844ad21ab7a43fa75f44a48ff81,"{'sc', 'ca', 'bs', 'ar', 'rl', 'on', 'gi', 'le', 'so', 'ib', 'tt', 'et'}"
91d3bae96c6cca18829ffc93497bd45407d49135122e5aab6b0ab4ba5bd8cfbd,"{'ea', 'or', 'bs', 'no', 'so', 'on', 'gi', 'le', 'ib', 'el', 'an'}"
eb132e4ddb44c707209f061bbb6dfe904273aa38d8c161403e27477a8ebf1665,"{'ri', 'ie', 'bs', 'ar', 'rr', 'on', 'gi', 'ha', 'so', 'ib', 'et'}"
ec362bb0efaa917dd1fb38c4199d1acb7a768893665a25c2c07f03e6f6337990,"{'it', 'se', 'jo', 'ep', 'hi', 'te', 'wh', 'ph', 'os'}"
489dafaa1b89f1e744dfbbafd4c7a8db5bd8f21c074398398502f5df64f380e1,"{'wh', 'ar', 'it', 'hi', 'te', 'rr', 'ry', 'ha'}"
752797a04a0e4c971d62f76c99986414c88516887f9ea2023d98941fb3db1c44,"{'me', 'il', 'su', 'mm', 'hi', 'er', 'll', 'um'}"
0a651b66ae542f50894cabbb8510c359af561a8f74ec7da76d845568c38d7bb9,"{'il', 'hi', 'll', 'ea', 'le', 'ah'}"
a29df47c4733f7b4d1702ee29f95a11bbbb8b8a16142eb3f3a3eade23d6356af,"{'li', 'ab', 'yo', 'un', 'ng', 'ou', 'tm', 'iz', 'be', 'el', 'za', 'et'}"
6507035060d50dfd02f8302bd1bcd116ef71774c116563bd61f61340c2e2a047,"{'sh', 'll', 'rs', 'ar', 'al', 'ch', 'rl', 'te', 'ma', 'ha', 'ot', 'tt', 'lo'}"
53c32e107718e9e764dae82fbfd8478c262b87268ef1a449fc806e0ba8e83d03,"{'ey', 'ri', 'rv', 'st', 'ta', 've', 'ar', 'tr', 'ha', 'is', 'an'}"
b7d559d8c9a6c86b8e0c517cdc37a81da517d3242b2743cc47dc87781d907b26,"{'ey', 'ge', 'or', 'eo', 'rv', 've', 'ar', 'rg', 'ia', 'gi', 'ha'}"
58bc3f474e1019ec300e38e00764b26edb61c5b63e5754413bdffaa18eb07a0f,"{'li', 'ha', 'rr', 'ri', 'is', 'ar', 'al'}"
dd996d1dcd3f8786bc42035332de7c4436d545d589148a15f91491cb5d2bae28,"{'me', 'es', 'aa', 'jo', 'ac', 'om', 'sa', 'is'}"
ccb2fee3ea15a2e83e4e87d8ee4f0bbd30539863a1bb57638f0f3fc346005560,"{'nn', 'ea', 'ne', 'na', 'ua', 'tu', 'an'}"
80da243ac7714830cc2ba6b8d31e5c1600994f001ff72676e36e121a2b8ac46a,"{'rn', 'sc', 'ca', 'ar', 'os', 'ur', 'ne', 'er', 'tu'}"
0c8bdd982828c8063ca19a3c3c998cc037be4bf897dc086fdbf49d14766db3ae,"{'rn', 'tv', 'aa', 'vr', 'ar', 'ne', 'er', 'on', 'ro'}"
1c1a6b28221841858f10605a28ab7793377e5da0be77cdef179b10c6113eb58d,"{'ul', 'rn', 'li', 'ur', 'ju', 'ne', 'ia', 'er', 'tu'}"
45a5a32fd2f1feb5b3bac2c5a4375dd3a5a4884c78486af65f2cdc17285002b8,"{'rn', 'ab', 'nn', 'ur', 'ne', 'na', 'tu', 'er', 'be', 'el', 'an'}"
704985e81f9d6d050ea9cd40e9aace7e455b8e43e7af87035b355a7e6e88eff8,"{'rn', 'rt', 'nr', 'th', 'ur', 'ne', 'er', 'hr', 'tu'}"
d158b6da6c5370e87360cde402e0980ebc0bb1d0c43edf450323ecb56f74df88,"{'rn', 'as', 'ur', 'ne', 'tu', 'er', 'on', 'ha', 'so'}"
24055446b18c0321e6ede53a9b89ed8b88b45295d93b6ed661709339b64c75c6,"{'me', 'rn', 'ur', 'ne', 'rm', 'er', 'ro', 'on', 'tu', 'cr'}"
ea7b725fc8959c648316eca8ba1876e4b23b668be7cbb76fcc27520f677aecac,"{'nd', 'ai', 'da', 'sy', 'er', 'on', 'de', 'so', 'is', 'an', 'rs'}"
f2889a418147eef29870ae91ee58ef8d6d17362155adc43f462407df31ed7c6a,"{'me', 'ig', 'an', 'ai', 'gh', 'eg', 'wa', 'ht', 'ga'}"
f6678988c3312486e43ea61bdeb016896ee7ebb2fa937478441deda0454e9818,"{'ig', 'gh', 'ri', 'wr', 'ly', 'ia', 'yd', 'ht', 'di'}"
59b62d103e8d2527222bf1d07e4d8879f1d036cf02e920916680ece9c95247b5,"{'ll', 'th', 'ke', 'ly', 'ha', 'el', 'an', 'et'}"
d27f5e4396d42554773c8f846cc54af7d7890e4be00a2b1847fafa1686f969e7,"{'ge', 'eo', 'or', 'yo', 'un', 'ng', 'ou', 'rg'}"
0c81bd642fadf5a53db15d96a38a2640f4268c11150294d256ce3de9aa29b675,"{'aa', 'bs', 'ac', 'on', 'gi', 'ib', 'so', 'sa', 'is'}"
020dd716c3b72a1acbbe3fe0af488a6dd6aeeab760a48ffe4ef2ce2e09c3253a,"{'gi', 'ec', 'ca', 'bs', 'so', 'on', 're', 'ib', 'be', 'cc', 'eb'}"
db00cd3da702a48644bf65c01dc1831bc3e5090591abf1ec4e4f5d8e6de5c324,"{'th', 'bs', 'on', 'gi', 'ha', 'so', 'ib', 'an', 'et'}"
cd5c85a58c189f187c8e863a7c826ad25b6a916b456a5acee8b353a572055ca4,"{'gr', 'ra', 'ay', 'am', 'sa'}"
81aeaf1fb277e4358741129f215afe070244eefcf33dde988923d11678d95b3e,"{'oe', 'hl', 'ch', 'gr', 'ra', 'ay', 'lo'}"
590885bef837e6e5881ae4bc9e79fb5140d17b0b242802a74c07307a7b0a43b8,"{'ra', 'gr', 'rr', 'ry', 'ha', 'ay', 'ar'}"
de6dd62e970bd92f01c2b7bc68db93468a13ec0fb388bfcd6a42c8ba68a9940e,"{'mm', 'en', 'am', 'ad', 'st', 've', 'ev', 'uh', 'ma', 'te', 'ha', 'mu', 'ns'}"
37e726695bacee19ada89d1abdd72c623fcfaebd2a215eba2570a27723b642a1,"{'ri', 'ie', 'ar', 'ev', 'vi', 'rr', 'on', 'ha', 'so', 'is'}"
49186bda700bc2cdcc7a3848e560bd3af782eef7c10023670c60474e3420c650,"{'me', 'su', 'mm', 'um', 'ri', 'ar', 'er', 'ka', 'rr', 'on', 'so', 'is'}"
d95d6b8ac1041c2e9443cf7956524070307e231b064ddaff06d7cff59ca03961,"{'li', 'en', 've', 'nk', 'ol', 'ki', 'in', 'iv', 'je', 'ns', 'eb'}"
318c84d4e6d908f7946366de8b62c5b954545878465d8b0bbe59d89cd3145e38,"{'en', 'ar', 'ki', 'ch', 'rl', 'te', 'nk', 'ha', 'in', 'ot', 'tt', 'je', 'lo', 'ns'}"
db932d7e8895e2ac98f7e71f619ad61eb190fe8843f365039a52c9c8e3485718,"{'nh', 'ey', 'ce', 'rc', 'en', 'ar', 'da', 'hi', 'on', 'so', 'je', 'ns', 'in'}"
e6ef13626929ba42acfd6e5fbca8b634a999111c9454ab78e74e87cad883115b,"{'en', 'ti', 'ie', 'nk', 'at', 'ka', 'ki', 'je', 'ns', 'in'}"
8289798306c06d86805cc8934e70a924609697e6efc239fd0cfd08d62683b277,"{'en', 'ra', 'ar', 'nk', 'ki', 'sa', 'ak', 'je', 'ns', 'in'}"
a4ed4331fa91321f985a8589d7a1042927869cf395720657aad20045a1747311,"{'ia', 'gr', 'ra', 'mi', 'ha', 'am', 'ah'}"
ec8ec97965f824c816271a029bdbd1a7a793055847f33e9a3b94f5975a5f9e78,"{'rt', 'ca', 'ri', 'ar', 'te', 'er', 'rr', 'on', 'ha', 'so', 'is'}"
1a236f96887d971a54017b1e0c71edc2aedb4fcdcf8766a89d8e813310149750,"{'rt', 'ow', 'ca', 'as', 'ar', 'ma', 'te', 'er', 'so'}"
8c0ccb63213ab79d1f89b6eb86164ef4593fa57d4a517d01dca3c3c42ff5c6f3,"{'me', 'rt', 'ca', 'ee', 'ai', 'ar', 'te', 'er', 'im'}"
169b6df141258a473669033ba0c55c08fc79c8249610dec156da789407f176fd,"{'oe', 'ca', 'ab', 'te', 'bt', 'zo', 'eb'}"
0aa89d9ecfda480bce145fde584692779439e69d8bcc45f8c432aa87632d0c0d,"{'ca', 'ab', 'nn', 'na', 'te', 'bt', 'an', 'eb'}"
b62a2de710c597a612e218d58140a742106f8cd7692a16e08ce0e32b7d4e23e0,"{'ca', 'em', 'av', 'iy', 'ev', 'ii', 'te', 'vt', 'mi'}"
65b81a10349b3810c8cc81d84e017cb8f13c6ed6b23e9613872a3d28cd52dd07,"{'ig', 'ys', 'hy', 'gh', 'ri', 'rh', 'ht', 'wr'}"
0f25fc2ceb0d9a0d1ab43a993079a846a5fdd8258bbc43ed10f1a6085df9dd38,"{'ig', 'aw', 'gh', 'we', 'ww', 'ri', 'ht', 'wr'}"
59547683647ea60f7cf5b5075667faaab908cd8e5142739f98232f3843b1ce50,"{'ig', 'gh', 'ri', 'oa', 'ah', 'no', 'ht', 'wr'}"
494b9f81b143247444f0902b7152778e3decf58b131243260abfe6a2b34a689b,"{'nd', 'ow', 'en', 'we', 'er', 'on', 'de', 'so', 'rs', 'an'}"
